токен	IDF
фасоль	0.040822
фасолью	2.813411
фаст	3.218876
фатуш	4.605170
фаузенд	4.605170
фахверковый	4.605170
февраль	4.605170
февральским	4.605170
февраля	0.105361
федюнина	4.605170
феерия	4.605170
фейерверк	0.116534
фейерверком	4.605170
фене	4.605170
феномен	4.605170
феномену	4.605170
фенхель	2.995732
фенхеля	3.506558
ферни	4.605170
ферреро	4.605170
фета	3.506558
фигуре	0.116534
фигурой	2.995732
фигуру	4.605170
фигуры	2.995732
фиджитал	4.605170
фидэуа	4.605170
физ	4.605170
физа	4.605170
физических	4.605170
филадельфия	4.605170
филе	0.916291
филейки	4.605170
филиппинской	4.605170
фило	4.605170
фильма	4.605170
фильмы	4.605170
финик	3.506558
финики	4.605170
фиников	4.605170
финиковый	4.605170
финская	0.116534
финский	4.605170
фирменная	3.506558
фирменного	4.605170
фирменное	0.116534
фирменному	3.506558
фирменный	2.525729
фирменных	4.605170
фирмы	4.605170
фисташек	4.605170
фисташки	3.218876
фисташковый	4.605170
фисташковым	4.605170
фисташковыми	4.605170
фитомуцил	4.605170
фитонциды	4.605170
флигель	4.605170
флинт	4.605170
флип	4.605170
флотски	4.605170
фокачча	3.506558
фокаччу	3.912023
фолс	4.605170
фольге	3.506558
фольги	4.605170
фольгой	4.605170
фольгу	4.605170
фондю	0.040822
форель	2.995732
форест	3.912023
форкс	4.605170
форма	3.218876
форме	2.995732
формовка	4.605170
формовки	3.912023
формовку	4.605170
форму	1.832581
формы	0.116534
форнетти	4.605170
форрестер	4.605170
форт	4.605170
форум	3.912023
форума	1.832581
форумах	2.407946
форуме	0.040822
форумов	4.605170
форшмак	0.040822
фосфор	4.605170
фоткать	3.912023
фото	2.040221
фотоаппарат	4.605170
фотоаппаратом	4.605170
фотографа	4.605170
фотографии	4.605170
фотографий	3.912023
фотографировала	3.506558
фотографировать	4.605170
фотографию	4.605170
фотографиями	4.605170
фотографиях	4.605170
фотоконкурс	4.605170
фотоконкурса	4.605170
фр	3.912023
фрагментами	4.605170
франца	4.605170
франции	0.116534
францию	4.605170
франция	4.605170
француженка	4.605170
французкая	4.605170
французская	0.116534
французски	3.912023
французские	3.912023
французский	2.995732
французским	2.995732
французского	2.659260
французское	4.605170
французской	2.525729
французском	4.605170
французы	4.605170
фраппе	4.605170
фрау	0.116534
фредериктон	4.605170
фрейм	3.218876
фреш	3.506558
фри	2.995732
фрикаделек	3.912023
фрикадельками	4.605170
фрикадельки	3.912023
фрикасе	4.605170
фриско	3.506558
фритюре	2.995732
фрося	3.912023
фрукт	4.605170
фруктами	4.605170
фруктов	0.116534
фруктово	0.116534
фруктового	4.605170
фруктовое	3.218876
фруктовые	0.040822
фруктовый	3.506558
фрукты	2.995732
фуа	4.605170
фуд	0.116534
фуда	3.218876
фудстилиста	4.605170
фуллертон	4.605170
фундук	3.218876
фундуком	3.912023
функций	4.605170
функцию	4.605170
фунчоза	3.912023
фунчозу	4.605170
фурор	2.407946
фуршет	0.116534
фуршета	3.506558
фуршетной	4.605170
фуршетный	4.605170
футбол	4.605170
футболу	4.605170
фэдли	4.605170
фэирмонт	4.605170
хайтек	4.605170
хала	4.605170
халва	0.040822
халвой	4.605170
халву	4.605170
халиф	3.912023
халява	3.912023
хамден	4.605170
хантсвилл	4.605170
ханум	4.605170
характеристиками	2.659260
характерная	4.605170
характерно	4.605170
характерное	4.605170
характерный	4.605170
характерным	4.605170
харвестфест	0.116534
хард	4.605170
харлем	4.605170
харрисон	4.605170
харчо	0.040822
хат	2.813411
хачапури	2.407946
хачо	4.605170
хаш	0.040822
хватает	2.407946
хватали	2.525729
хватало	4.605170
хватит	3.912023
хворост	0.040822
хельгас	4.605170
хернекейтто	4.605170
херсонски	4.605170
хестона	4.605170
хиллс	3.912023
химии	3.218876
химик	4.605170
химическими	4.605170
хинди	4.605170
хинкали	0.116534
хинтон	4.605170
хироко	4.605170
хит	0.116534
хитро	3.912023
хитрости	2.659260
хитрость	4.605170
хитростям	4.605170
хитрых	3.912023
хихикаю	4.605170
хищная	4.605170
хкже	4.605170
хлеб	0.040822
хлеба	2.995732
хлебах	4.605170
хлебе	4.605170
хлебникову	4.605170
хлебные	3.912023
хлебный	4.605170
хлебокомбината	4.605170
хлебом	2.525729
хлебопечка	3.912023
хлебопечке	4.605170
хлебопечки	0.116534
хлебушек	2.120264
хлебушке	4.605170
хлебушком	4.605170
хлебцами	4.605170
хлопот	2.995732
хлопотами	4.605170
хлопотная	4.605170
хлопотно	3.506558
хлопотный	3.912023
хлопоты	4.605170
хлопьев	4.605170
хлопья	0.105361
хлопьями	3.912023
хмели	2.207275
хобокен	4.605170
ходе	4.605170
ходил	4.605170
ходили	2.995732
ходит	2.407946
ходу	3.912023
ходят	4.605170
хожу	4.605170
хозяек	3.218876
хозяин	3.218876
хозяйка	1.897120
хозяйкам	3.506558
хозяйки	0.127833
хозяйку	4.605170
хозяйство	3.506558
хозяйству	4.605170
хозяюшкам	4.605170
хозяюшки	4.605170
хойсин	4.605170
холод	4.605170
холодам	4.605170
холодец	0.040822
холодильник	2.407946
холодильника	2.302585
холодильнике	1.609438
холодная	4.605170
холодное	3.506558
холодном	2.525729
холодные	0.116534
холодный	0.116534
холодным	3.912023
холодных	4.605170
хомер	4.605170
хорватская	0.116534
хорош	2.120264
хороша	2.995732
хорошего	3.506558
хорошее	2.525729
хорошей	4.605170
хорошем	4.605170
хорошенько	4.605170
хороши	4.605170
хорошие	4.605170
хороший	1.966113
хорошим	3.912023
хорошо	0.105361
хорс	0.116534
хосе	3.506558
хот	3.912023
хотел	3.912023
хотела	2.659260
хотелось	2.407946
хотим	3.218876
хотите	0.040822
хоть	1.897120
хотят	4.605170
хоум	4.605170
хочет	2.040221
хочется	1.469676
хочешь	3.506558
хочу	0.562119
храмова	4.605170
хранение	3.506558
хранении	4.605170
хранения	3.912023
хранили	4.605170
